"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q39","Q86","Q46","Q129_1","Q129_2","Q129_3","Q129_4","NP_H_1","NP_C_2","Q40","Q41","Q71","Q47","Q48","Q243_1","Q243_2","Q243_3","Q243_4","Q244","Q245","Q246","Q247","Q249","Q56","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","Q38","Q42","Q44","Q46.0","Q48.0","Q50","Q41.0","Q2","Q3","Q4","Q79","Q6","Q50.0","DO_BR_FL_6yTYxOmURd7ewO9","DO_BL_simulation","DO_BL_priming","DO_BL_Choices","LocationLatitude","LocationLongitude","LocationAccuracy","hot_cold","condition","A4rev","A6rev","A10rev","choices"
"R_3sjhoMvvlZvYdc7","Default Response Set","Anonymous","","","65.35.248.35","0",2017-08-24 13:15:30,2017-08-24 13:17:12,0,"991851",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q41|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_tE8TQWirKQnRn2N","Default Response Set","Anonymous","","","86.84.216.1","0",2017-08-21 14:30:25,2017-08-21 14:30:41,0,"860035",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q41|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_3rNeK4nGOc5UNVx","Default Response Set","Anonymous","","","24.189.53.231","0",2017-08-24 12:13:25,2017-08-24 12:25:06,0,"922233",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q41|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_247qw4l15EH3LMj","Default Response Set","Anonymous","","","108.89.172.13","0",2017-08-24 12:23:43,2017-08-24 12:24:04,0,"911344",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q41|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_zffAPqubgWkPQeR","Default Response Set","Anonymous","","","97.106.210.144","0",2017-08-24 12:13:25,2017-08-24 12:14:17,0,"930015",1,1,1,2.904,2.904,30.439,1,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q41|Q71","","","","","-1",1,1,NA,NA,NA,NA
"R_3qeNf3DLfstIz23","Default Response Set","Anonymous","","","24.184.200.66","0",2017-08-24 12:15:41,2017-08-24 12:25:09,0,"961070",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_vdbViFp3xGTKD0R","Default Response Set","Anonymous","","","71.239.33.129","0",2017-08-24 12:14:49,2017-08-24 12:15:13,0,"935183",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_2TtO67cP8LKy9vZ","Default Response Set","Anonymous","","","173.120.122.109","0",2017-08-24 12:14:40,2017-08-24 12:16:16,0,"936121",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q40|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_2xXH2LDr0CBkpln","Default Response Set","Anonymous","","","131.215.123.205","0",2017-08-24 12:20:03,2017-08-24 12:22:46,0,"993368",1,1,1,0,0,30.772,0,NA,NA,NA,1,"I imagined that the environment was super cold, and that I was on a ship looking at the iceberg in a super warm coat.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,9,9,1,2,9,9,2,9,3,3,1,5,7,2,9,3,8,1,1,32,72,1,NA,"simulation","Q86|Q46|Q129|Q41|Q71","","Q56|7|4|2|8|10|9|5|3|6|1","","","-1",1,1,8,1,7,5.2
"R_3JkqNSCjge9vJF7","Default Response Set","Anonymous","","","73.163.230.211","0",2017-08-24 12:34:55,2017-08-24 12:37:45,0,"965214",1,1,1,0,0,30.533,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","","","","-1",2,1,NA,NA,NA,NA
"R_1N8hGtE0dTDxXyh","Default Response Set","Anonymous","","","68.185.142.54","0",2017-08-24 12:43:30,2017-08-24 12:45:03,0,"784664",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_1CK1OK7myypQJoj","Default Response Set","Anonymous","","","68.227.12.119","0",2017-08-24 12:15:23,2017-08-24 12:16:37,0,"913839",1,1,1,0,0,30.515,0,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q40|Q71","","","","","-1",2,1,NA,NA,NA,NA
"R_yV1ckw3JpNfoNUJ","Default Response Set","Anonymous","","","50.88.242.227","0",2017-08-24 12:15:42,2017-08-24 12:15:54,0,"892991",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_1ISI3KrXXxTGWLA","Default Response Set","Anonymous","","","99.24.150.159","0",2017-08-24 12:15:31,2017-08-24 12:15:54,0,"895632",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q41|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_3sbpwI99IOhF9Wb","Default Response Set","Anonymous","","","73.106.75.36","0",2017-08-24 12:55:11,2017-08-24 12:55:42,0,"947677",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_1IZcDpTU9LytrSz","Default Response Set","Anonymous","","","73.126.19.239","0",2017-08-24 12:23:59,2017-08-24 12:25:26,0,"822566",1,1,1,0,0,30.43,0,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q40|Q71","","","","","-1",2,1,NA,NA,NA,NA
"R_22udxZIP1npTh1h","Default Response Set","Anonymous","","","50.251.235.19","0",2017-08-24 13:41:15,2017-08-24 13:44:24,0,"829908",1,1,1,0,0,30.442,0,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q41|Q71","","","","","-1",1,1,NA,NA,NA,NA
"R_2QtD1lKyUbrfxCu","Default Response Set","Anonymous","","","24.102.157.57","0",2017-08-24 12:12:59,2017-08-24 12:15:08,1,"879275",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.709,0,NA,NA,NA,1,"I didn't think the quality was terrible but it was definitely not very clear.  It could have been better, for sure.",1,9,1,1,1,9,1,9,9,1,1,1,4,3,2,7,5,1,1,2,28,70,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|2|6|7|8|5|9|4|1|10|3","41.150207519531","-74.571403503418","-1",1,2,9,9,9,7.4
"R_1F5SJa5BNTG9t8i","Default Response Set","Anonymous","","","47.37.177.106","0",2017-08-24 12:12:54,2017-08-24 12:16:29,1,"836892",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.588,0,NA,NA,NA,1,"It was an average quality photo.  It wasn't high resolution because it wasn't very vivid and I could see some graininess.",1,6,9,8,7,8,5,7,8,2,4,1,6,5,7,3,8,6,1,1,39,72,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|2|3|10|1|5|6|7|4|9|8","33.862701416016","-118.18069458008","-1",1,2,3,5,6,6
"R_1QGCu2cGvEDpsc7","Default Response Set","Anonymous","","","208.87.44.35","0",2017-08-24 12:13:42,2017-08-24 12:16:43,1,"934700",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.469,0,NA,1,NA,NA,"It is a pretty good photo and a nice scene.  Not professional quality but nice.",1,1,1,9,6,1,1,9,8,9,1,1,6,1,1,6,5,5,1,1,45,74,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|7|9|6|2|3|5|1|10|4|8","41.844192504883","-71.353202819824","-1",1,2,4,9,9,7.8
"R_2ZNTRpUx2nzJmcj","Default Response Set","Anonymous","","","100.36.85.242","0",2017-08-24 12:13:25,2017-08-24 12:17:17,1,"851762",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.443,0,NA,NA,1,NA,"The quality of the photo was very nice. The resolution was very high and the lighting outside did not seem to affect the overall quality of the photo. Colors were very vivid and appealing.",1,2,2,1,7,9,1,7,1,2,1,1,7,5,5,3,7,5,1,1,22,78,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|7|3|4|2|9|8|6|10|1|5","39.135803222656","-76.872001647949","-1",2,2,3,9,9,4.6
"R_10DduJv9H55P4ck","Default Response Set","Anonymous","","","148.75.188.77","0",2017-08-24 12:14:27,2017-08-24 12:17:19,1,"959595",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.437,0,NA,1,NA,NA,"I thought it was a pretty good quality, though it's hard to tell at that display size.",1,8,8,1,1,3,8,9,1,1,1,1,5,3,2,7,3,1,1,1,30,72,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|4|1|8|10|9|2|6|5|7|3","40.873199462891","-73.081199645996","-1",1,2,9,2,9,4.4
"R_1LRoVXqsvCv7wgz","Default Response Set","Anonymous","","","192.199.181.42","0",2017-08-24 12:14:28,2017-08-24 12:17:23,1,"909179",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.681,0,1,NA,NA,NA,"I think it's a very average photo. Creating a photo like this probably wouldn't take a lot of effort or talent. All the different parts kind of blurred together and nothing stood out. The picture could be better with different composition.",1,8,9,2,3,3,3,7,1,2,7,1,4,6,7,7,3,3,1,2,25,70,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|7|4|2|6|5|1|10|3|9|8","41.988204956055","-91.75350189209","-1",2,2,7,7,3,4
"R_20VdowXUdIgyXOE","Default Response Set","Anonymous","","","74.77.164.32","0",2017-08-24 12:14:08,2017-08-24 12:17:26,1,"930854",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,16.321,16.321,30.442,1,NA,NA,NA,1,"I felt It was a very well taken photo but it lacked resolution in the color.",1,1,1,9,9,8,9,9,5,1,3,1,4,6,3,4,7,3,1,1,29,67,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|2|7|1|8|3|10|5|9|4|6","43.101699829102","-78.949897766113","-1",1,2,1,1,7,4.6
"R_yRfbOdkbBR7ctfb","Default Response Set","Anonymous","","","73.232.51.181","0",2017-08-24 12:14:13,2017-08-24 12:17:31,1,"827681",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.501,0,NA,NA,1,NA,"It had vibrant colors but quite a bit of black to really show a high-definition feel.",1,7,7,7,5,6,7,7,7,6,4,1,7,7,7,3,9,7,1,1,25,75,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|3|9|10|7|4|8|5|6|1|2","29.832107543945","-95.734596252441","-1",2,2,5,3,6,5.6
"R_3Gf856ZrR28p7jQ","Default Response Set","Anonymous","","","24.255.47.149","0",2017-08-24 12:15:02,2017-08-24 12:17:38,1,"857396",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.432,0,NA,NA,1,NA,"The photo is of high quality.",1,9,7,1,1,1,9,9,7,1,1,1,9,6,6,1,9,9,1,1,28,78,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|8|9|6|2|7|4|3|10|1|5","33.389892578125","-111.63670349121","-1",2,2,9,1,9,5.4
"R_0xKe1OZLNay5SFj","Default Response Set","Anonymous","","","108.201.15.80","0",2017-08-24 12:13:45,2017-08-24 12:17:47,1,"841661",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.433,0,1,NA,NA,NA,"The photo is very good quality. It frames the background well, centering it in the frame. The foreground has details that are clear and sharp. The mid part of the photo has horizontal planes that contrast and complement the near and distant scenary.",1,9,9,9,2,6,3,9,3,9,5,1,4,1,1,1,9,1,1,2,64,76,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|8|4|7|5|6|9|10|1|2|3","39.687805175781","-82.604598999023","-1",2,2,8,7,5,6.4
"R_2qs0YX0MbTkCGTf","Default Response Set","Anonymous","","","38.66.18.10","0",2017-08-24 12:13:37,2017-08-24 12:18:01,1,"781084",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.684,0,NA,NA,NA,1,"The focus seemed to be just a touch off. The colors seemed as if could have been sharper . I would say it is of good quality all together.",1,1,1,8,1,9,9,9,9,9,1,1,7,5,6,4,9,7,1,1,45,71,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|8|2|9|5|6|10|3|4|7|1","35.333999633789","-97.353401184082","-1",1,2,9,1,9,7.2
"R_vpDumM3JhK4ld6h","Default Response Set","Anonymous","","","69.47.241.212","0",2017-08-24 12:16:00,2017-08-24 12:18:05,1,"929380",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,29.056,29.28,32.706,2,1,NA,NA,NA,"This photo is going with a strong orange colored theme to it.",1,6,4,8,4,6,7,3,5,7,6,1,7,4,2,8,6,7,1,1,33,74,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|8|2|1|9|4|3|5|7|10|6","41.693496704102","-87.614501953125","-1",2,2,6,3,4,5.2
"R_3Ep3yd3I3fAFSZv","Default Response Set","Anonymous","","","50.88.242.227","0",2017-08-24 12:15:57,2017-08-24 12:18:10,1,"915833",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1.959,1.959,30.418,1,1,NA,NA,NA,"The picture was nice but I don't think the quality was extremely high",1,1,3,3,8,3,4,8,2,8,3,1,5,7,7,6,6,4,1,1,20,82,2,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|8|9|4|1|5|6|2|10|7|3","28.534103393555","-81.164703369141","-1",2,2,2,6,7,4
"R_um4m35L9bGGywhz","Default Response Set","Anonymous","","","204.85.209.205","0",2017-08-24 12:13:02,2017-08-24 12:18:11,1,"890198",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,5.971,26.502,33.883,2,NA,1,NA,NA,"IT WAS CLEAR, FOCUSED, AND BEAUTIFUL.",1,1,8,9,7,9,1,5,9,5,1,1,5,6,6,5,5,5,1,1,40,70,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|4|2|9|1|8|3|5|10|7|6","35.913299560547","-79.159202575684","-1",1,2,3,9,9,7.8
"R_upGAAIgUNWhs705","Default Response Set","Anonymous","","","136.33.33.215","0",2017-08-24 12:14:15,2017-08-24 12:18:14,1,"943324",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.444,0,NA,NA,1,NA,"I like the way it captured the colors of the lava pit along with the shadows and reflections on the wall above, it captured the scene well I think. The picture wasn't super high resolution, it looks like it may have been taken awhile ago before cameras go as good as they are now. Its possible that's just a reflection of the low-lighting of the situation, but I feel like it could have been a bit more crisp and detailed, even as the colors and contrast was pretty good.",1,5,8,4,8,7,7,5,7,5,7,1,5,5,7,2,8,3,1,1,31,70,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|8|9|1|4|2|7|10|6|3|5","39.014205932617","-94.595100402832","-1",2,2,2,3,3,3.8
"R_2WvTlw6Ic2xT9s5","Default Response Set","Anonymous","","","63.151.141.158","0",2017-08-24 12:14:49,2017-08-24 12:18:25,1,"904970",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.512,0,1,NA,NA,NA,"It seems to have pretty high quality as far as crispness and resolution. It seems to have good colors that pop out and are very bright. There doesn't seem to be much of particular interest in the photo, so I guess the subject isn't that great, but the quaity of the image is pretty good overall.",1,6,7,1,6,7,6,8,1,7,2,1,6,7,2,8,3,6,1,1,35,77,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|1|10|8|5|3|9|4|6|7|2","36.635498046875","-88.282997131348","-1",2,2,4,4,8,3.6
"R_2tbZD17VmOwNpQv","Default Response Set","Anonymous","","","208.64.72.247","0",2017-08-24 12:14:56,2017-08-24 12:18:33,1,"831615",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,5.12,5.12,31.14,1,NA,NA,NA,1,"Interesting photo since it's not something you always see.  Quality was ok but could be better.  The colors were nice.",1,1,3,5,2,6,2,4,1,5,2,1,6,4,7,6,4,3,1,1,36,70,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|6|9|10|8|1|2|4|3|7|5","42.486694335938","-75.039703369141","-1",1,2,8,8,8,6
"R_2SDooa1flAqHYp7","Default Response Set","Anonymous","","","107.202.43.166","0",2017-08-24 12:15:23,2017-08-24 12:18:35,1,"913846",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,12.847,12.847,30.522,1,NA,NA,1,NA,"I thought it was pretty high quality. The light from the lava was a nice contrast to the dark setting of the picture in general.",1,5,1,1,7,9,9,1,1,2,5,1,6,6,6,6,5,1,1,1,22,79,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|6|5|3|2|4|10|1|7|8|9","38.818496704102","-121.28189849854","-1",2,2,3,1,5,2.2
"R_6QfaSodoKefrahP","Default Response Set","Anonymous","","","66.30.119.146","0",2017-08-24 12:14:47,2017-08-24 12:18:35,1,"941849",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.463,0,NA,1,NA,NA,"Cold winter. Pretty. Wondering what camera was used to take the photo.",1,9,1,6,9,6,9,9,1,6,1,1,7,6,4,2,8,9,1,1,32,76,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|8|4|1|7|5|3|9|10|2|6","42.364593505859","-71.102798461914","-1",1,2,1,1,9,3.6
"R_b2ymWkCD0xBvs4N","Default Response Set","Anonymous","","","104.129.29.172","0",2017-08-24 12:13:33,2017-08-24 12:18:44,1,"893991",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,9.25,15.623,31.091,2,NA,NA,NA,1,"The picture itself is nice. I like blue, so it was aesthetically pleasing. The quality however was not super High, the image could be more sharp.",1,1,1,9,5,1,1,5,1,5,1,1,6,5,4,5,5,6,1,1,35,72,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|5|9|2|6|10|8|3|4|7|1","41.863204956055","-87.61979675293","-1",1,2,5,9,9,6.6
"R_xsfvWDjka2BUOE9","Default Response Set","Anonymous","","","47.40.157.93","0",2017-08-24 12:15:17,2017-08-24 12:18:51,1,"960932",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.499,0,NA,NA,NA,1,"It appears to be composed quite well.  The actual quality is somewhat poor.  It's noisy and there isn't much detail.",1,5,5,3,3,1,4,5,5,3,2,1,5,3,6,2,9,1,1,1,38,72,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|3|7|6|10|9|8|4|1|5|2","43.208801269531","-85.266502380371","-1",1,2,7,6,8,5.8
"R_07lCwrUzOeU6pXj","Default Response Set","Anonymous","","","174.218.8.43","0",2017-08-24 12:14:37,2017-08-24 12:18:52,1,"980233",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.325,0,1,NA,NA,NA,"The photo looked like it was professionally done. It was high quality and looked as if it had some type of photo effect applied to it.",1,1,1,1,3,2,7,1,1,8,3,1,4,2,2,4,7,4,1,1,27,72,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|5|8|3|1|4|6|10|7|2|9","33.771896362305","-84.377098083496","-1",2,2,7,3,7,3.8
"R_3QSEO1ZYufTyB6i","Default Response Set","Anonymous","","","67.9.33.202","0",2017-08-24 12:15:00,2017-08-24 12:19:02,1,"962782",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.434,0,NA,NA,NA,1,"I felt the quality of the photo was fairly low. It looked quite pixelated and not very sharp at all. There would be a very noticeable contrast between this photo and one taken with a high-quality camera that didn't have any compression.",1,7,7,7,2,8,3,7,2,3,1,1,4,6,6,6,4,4,1,1,30,75,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|7|5|9|8|4|10|2|1|6|3","27.967102050781","-82.217796325684","-1",1,2,8,7,9,6.6
"R_1g2g8KwqhO13X7g","Default Response Set","Anonymous","","","45.36.161.66","0",2017-08-24 12:14:05,2017-08-24 12:19:03,1,"993763",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.667,0,NA,NA,1,NA,"the image was great and very neat. Made me feel like I was seeing it in person.",1,9,9,1,1,4,9,7,1,6,1,1,9,1,1,3,6,9,1,1,23,79,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|2|5|3|10|9|8|6|4|7|1","36.016204833984","-80.043403625488","-1",2,2,9,1,9,4.2
"R_1dBsz0rSByWifmv","Default Response Set","Anonymous","","","196.52.2.15","0",2017-08-24 12:13:38,2017-08-24 12:19:04,1,"824925",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,9.69,9.69,30.459,1,1,NA,NA,NA,"I thought it was very high quality. I liked the use of color",1,1,9,1,1,9,1,9,1,1,1,1,9,1,1,1,9,9,1,1,29,75,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|4|10|5|8|6|2|3|7|1|9","40.714294433594","-74.005996704102","-1",2,2,9,9,9,5.8
"R_9Yo1cnXnOU79eF3","Default Response Set","Anonymous","","","173.217.96.226","0",2017-08-24 12:13:15,2017-08-24 12:19:20,1,"934429",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,25.803,25.803,30.471,1,NA,1,NA,NA,"Peace and calm were the feelings I got. I also felt that it would be great place to visit if you are looking for a place to relax.",1,1,1,1,1,9,1,9,1,1,1,1,9,1,1,1,9,9,1,2,31,75,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|3|10|8|4|1|2|6|5|7|9","30.13459777832","-93.273002624512","-1",1,2,9,9,9,5.8
"R_7OQxU4GGdeOXFol","Default Response Set","Anonymous","","","70.196.15.47","0",2017-08-24 12:16:01,2017-08-24 12:19:29,1,"791436",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.442,0,1,NA,NA,NA,"Alone, hot, dry, empty. I felt like this is a place to go when you want to die.",1,9,5,1,5,8,1,9,1,8,7,1,8,6,9,9,1,9,1,2,33,75,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|10|1|6|7|8|2|9|3|4|5","32.778701782227","-96.821701049805","-1",2,2,5,9,3,3.8
"R_30dVX9hNDjimylI","Default Response Set","Anonymous","","","68.205.248.217","0",2017-08-24 12:17:05,2017-08-24 12:19:32,1,"903832",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.435,0,NA,NA,NA,1,"The quality was ok. Not super good or super bad. More just in the middle type of quality.",1,9,3,2,2,5,3,9,1,5,1,1,5,1,1,1,9,1,1,2,24,78,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|2|9|4|7|1|5|10|8|6|3","28.398895263672","-81.33699798584","-1",1,2,8,7,9,5.4
"R_C3beMDR8hmaBznX","Default Response Set","Anonymous","","","71.92.206.176","0",2017-08-24 12:15:07,2017-08-24 12:19:35,1,"994522",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.502,0,NA,1,NA,NA,"The photo looked to be high quality. Its a bit difficult to say exactly due to its small size but based on what I could see it seemed high quality.",1,9,1,1,1,1,1,9,9,1,1,1,9,9,4,7,4,9,1,1,38,77,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|10|6|9|1|5|7|3|4|8|2","34.062698364258","-117.88960266113","-1",1,2,9,9,9,7.4
