"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q37","Q43","Q44","Q45","Q70","Q22","Q24_1","Q24_2","Q24_3","Q24_4","hungry","Q40","Q41_1","Q41_2","Q41_3","Q41_4","full","Q25","Q27","Q29","Q33","Q37.0","Q40.0","Q2","Q3","Q4","Q6","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q36","DO_BR_FL_47","DO_BL_nameperson","DO_BL_feelings","LocationLatitude","LocationLongitude","LocationAccuracy","condition","similarity"
"R_1NCVaVgUI0wBQ9T","Default Response Set","Anonymous","","","65.101.254.170","0",2017-05-08 13:10:49,2017-05-08 13:13:06,1,"84266141",1,1,NA,1,"doug",NA,NA,NA,NA,NA,"",1,6.031,6.955,61.712,3,"I would feel uncomfortable and want to isolate.  I wouldnt want to be seen or in public.  Likely if Im full I was alone to start with.",1,5,5,5,3,2,1,1,47,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q37|Q27|Q33|Q29","39.731994628906","-104.98390197754","-1",1,2
"R_1NFeNtcU108pcOk","Default Response Set","Anonymous","","","68.59.23.65","0",2017-05-08 13:09:20,2017-05-08 13:13:16,1,"80002368",1,1,NA,1,"JJ",1,1.077,166.034,168.802,2,"I would think about what would I eat. I have to figure what I have a taste for because if I am a hungry, I want to be satisfied. My body would feel like its dying. I would be cranky.",NA,NA,NA,NA,NA,"",1,9,9,9,9,1,1,2,32,1,1,NA,NA,NA,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q27|Q37|Q29|Q33","42.375595092773","-83.108497619629","-1",2,2
"R_2Bs8nIE6d2G0Q5J","Default Response Set","Anonymous","","","100.0.221.133","0",2017-05-08 13:11:32,2017-05-08 13:13:38,1,"87460972",1,1,NA,1,"Nikki",1,1.032,53.469,73.741,5,"i would be thinking about everything that is in the house and what i am in the mood to eat. My body would feel run down and tired. i would look through all the things in the house. Probably taste multiple things and see what tastes the best. my stomach wold be growling.",NA,NA,NA,NA,NA,"",1,8,2,2,8,5,1,2,34,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q33|Q29|Q37|Q27","41.91130065918","-71.129997253418","-1",2,2
"R_3lG3wHrNicBiUly","Default Response Set","Anonymous","","","177.237.19.21","0",2017-05-08 13:14:37,2017-05-08 13:17:00,1,"86605695",1,1,1,NA,"Ivan",NA,NA,NA,NA,NA,"",1,10.208,10.208,74.33,1,"I'm experiencing nausea and telling myself that I ate too much. At that point I'm probably also getting ready to take a walk to digest the food a little faster. I shouldn't have eaten that much, that's for sure.",1,6,3,7,8,8,1,1,29,1,NA,NA,1,NA,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q33|Q37|Q27|Q29","28.216705322266","-105.31670379639","-1",1,1
"R_cD7f8uJRnvtFVex","Default Response Set","Anonymous","","","72.128.192.45","0",2017-05-08 13:13:57,2017-05-08 13:17:15,1,"83287415",1,1,1,NA,"Doug",1,14.328,14.328,99.791,1,"I am thinking that i am very hungry because my stomach is growling. It feels very empty. I am thinking about what i have in the refridgerator that i can eat. I am wondering if I feel like eating something cold or hot or something sweet or savory. I am thiking that i wsant to hurry up with what i am doing so i can go see what i have to eat",NA,NA,NA,NA,NA,"",1,7,4,2,8,7,1,2,56,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q33|Q29|Q37|Q27","42.649597167969","-88.298500061035","-1",2,1
"R_50l3xvW5kN3kLUl","Default Response Set","Anonymous","","","173.239.228.43","0",2017-05-08 13:14:11,2017-05-08 13:17:48,1,"88758617",1,1,NA,1,"Matt",NA,NA,NA,NA,NA,"",1,0.682,21.658,102.151,2,"I would feel a bit bloated. I'd feel heavy. It'd be a bit of an effort to get up. I'd probably take a few seconds to think I probably shouldn't have had as much food as I don't often like to feel 'full' just satiated. I wouldn't act in any particular way fter that. I'd just go on about my day as I would otherwise, except maybe eat a little less later.",1,2,2,5,1,3,1,1,28,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q27|Q37|Q29|Q33","37.338806152344","-121.89140319824","-1",1,2
"R_2aEInNkXcchvwUM","Default Response Set","Anonymous","","","72.189.125.58","0",2017-05-08 13:15:57,2017-05-08 13:17:59,1,"82490436",1,1,NA,1,"Alora",1,59.605,62.831,67.504,2,"If i was very hungry my stomach would be killing me. I would be thinking about all kinds of different foods that I would want to eat. I would probably be okay with most things cause of my appetite.",NA,NA,NA,NA,NA,"",1,9,5,5,8,5,1,2,24,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q27|Q37|Q33|Q29","28.491302490234","-81.409698486328","-1",2,2
"R_1NxhZytswLoHoQh","Default Response Set","Anonymous","","","73.45.98.197","0",2017-05-08 13:16:21,2017-05-08 13:18:42,1,"80867084",1,1,1,NA,"Mary",1,0,0,76.481,0,"I would feel a gnawing sensation in my stomach, and I would probably be thinking about what I had in my house to eat. I would want something that's quick, easy, and healthy - maybe some fruit? If I knew I couldn't get something to eat soon, I might start o get a little annoyed.",NA,NA,NA,NA,NA,"",1,3,3,5,5,9,1,2,39,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q33|Q29|Q27|Q37","42.333404541016","-88.266799926758","-1",2,1
"R_31LYzkK7Wbe5xCu","Default Response Set","Anonymous","","","24.14.170.44","0",2017-05-08 13:14:25,2017-05-08 13:18:57,1,"80538742",1,1,1,NA,"Barb",NA,NA,NA,NA,NA,"",1,6.008,6.008,80.942,1,"When I think about the experience of being very full, I experience thoughts of discomfort. Eating until I'm full would cause me to become lethargic with a low level of energy.",1,5,5,7,8,9,1,2,55,1,1,NA,NA,NA,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q29|Q27|Q37|Q33","40.476303100586","-86.957099914551","-1",1,1
"R_2U4tIV7bozHUOP4","Default Response Set","Anonymous","","","173.244.48.168","0",2017-05-08 13:09:50,2017-05-08 13:20:36,1,"85798530",1,1,1,NA,"jen",1,1.028,432.436,448.163,3,"I would be thinking about food. My stomach would ache and growl. I would be short tempered.",NA,NA,NA,NA,NA,"",1,7,7,8,9,6,1,2,32,1,NA,1,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q29|Q27|Q33|Q37","34.054397583008","-118.2440032959","-1",2,1
"R_bHNFyXOqIwNu18Z","Default Response Set","Anonymous","","","71.225.62.132","0",2017-05-08 13:19:15,2017-05-08 13:21:14,1,"81316322",1,1,NA,1,"Asia",NA,NA,NA,NA,NA,"",1,6.228,62.065,68.11,3,"I would be thinking about how I want to lie down. I may even feel sick to my stomach if I ate too much. My body may feel very bloated. I would act lazy and tired because I would probably just want to take a nap. I would also probably feel satisfied since  am not hungry.",1,5,5,5,5,2,1,2,23,1,1,NA,NA,NA,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q33|Q37|Q29|Q27","40.019195556641","-75.09400177002","-1",1,2
"R_3qKBgGYnLz8IPNF","Default Response Set","Anonymous","","","104.131.94.133","0",2017-05-08 13:17:18,2017-05-08 13:21:20,1,"86944640",1,1,1,NA,"nikki",NA,NA,NA,NA,NA,"",1,6.406,89.924,90.904,2,"Being very full is always very uncomfortable.  I would feel as is I can't move and wouldn't be able to do anything with ease.  I would ask myself why I overate and regret doing so immediately.  I would have to sit and wait until I have digested my meal.",1,5,5,5,2,8,1,2,33,1,NA,1,NA,NA,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q37|Q33|Q29|Q27","40.832595825195","-74.130699157715","-1",1,1
"R_10I9gTrvTqFm9y7","Default Response Set","Anonymous","","","142.196.138.198","0",2017-05-08 13:16:32,2017-05-08 13:22:01,1,"88649388",1,1,NA,1,"Jordan",1,22.03,223.384,227.278,7,"I am super hungry.  My stomach feels like it is sucking up against my ribs.  I can hear the audible sound of my empty stomach growling for attention.  I feel light headed and a the pounding of my brain, telling me my sugar level is depleted.  The thought f food is at the foremost in my thinking and my favorite foods seem so delicious right now.  I walk to the pantry in my kitchen and begin scavenging for food to quell my apatite.",NA,NA,NA,NA,NA,"",1,8,2,6,3,3,1,1,33,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q27|Q37|Q29|Q33","28.555297851562","-81.346702575684","-1",2,2
"R_3fIDHZWpqf1yqeW","Default Response Set","Anonymous","","","107.222.230.196","0",2017-05-08 13:20:32,2017-05-08 13:22:46,1,"88681396",1,1,1,NA,"jason",1,0.986,0.986,69.463,1,"when im very hungry i become weak",NA,NA,NA,NA,NA,"",1,6,6,5,5,4,1,2,36,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q33|Q37|Q29|Q27","38.682098388672","-121.34820556641","-1",2,1
"R_20Msly5TjAodmmT","Default Response Set","Anonymous","","","68.35.27.130","0",2017-05-08 13:16:14,2017-05-08 13:23:10,1,"83321718",1,1,NA,1,"Seth",1,21.679,157.522,158.929,2,"I am hungry. The only thing I can think about is finding something to eat that takes little effort to make. I would think about what food I currently have available to me. I would also think about my financial situation and wonder if it would be a good ida to order takeout or delivery. My stomach would be growling. My mind would completely be focused on food.",NA,NA,NA,NA,NA,"",1,7,7,5,4,3,1,1,38,1,1,NA,NA,NA,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q37|Q33|Q27|Q29","34.562194824219","-86.515602111816","-1",2,2
"R_1PSOQcjzGJvmdQK","Default Response Set","Anonymous","","","50.35.184.52","0",2017-05-08 13:15:36,2017-05-08 13:23:11,1,"81849756",1,1,NA,1,"Amanda",NA,NA,NA,NA,NA,"",1,1.029,1.029,415.424,1,"I would be tired, ready to take a nap, if I am super full I probably carb-loaded. I'm probably still wishing I had room for more of the delicious treat I was eating, more greasy pizza, more fluffy bread, anything. I would be grossed out by how much I ate ut also very happy.",1,7,6,3,4,1,1,2,27,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q27|Q33|Q29|Q37","48.051803588867","-122.17710113525","-1",1,2
"R_WxuYJgUIqbEkzAd","Default Response Set","Anonymous","","","192.183.79.130","0",2017-05-08 13:19:39,2017-05-08 13:24:53,1,"88862440",1,1,1,NA,"karrie",1,99.861,102.614,119.957,2,"My stomach would be growling and hurting. I would feel sick and need to eat",NA,NA,NA,NA,NA,"",1,6,7,8,7,7,1,2,37,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q33|Q29|Q27|Q37","40.623001098633","-87.696998596191","-1",2,1
"R_cG9pDMhoNLRY1ep","Default Response Set","Anonymous","","","50.88.240.211","0",2017-05-08 13:19:08,2017-05-08 13:25:16,1,"87184666",1,1,1,NA,"Maria",NA,NA,NA,NA,NA,"",1,1.722,244.255,267.754,6,"I would feel heavy and probably a little sleepy. I would move slowly since any fast movements can make me nauseous.",1,4,3,3,7,8,1,1,20,2,NA,1,1,NA,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q37|Q33|Q29|Q27","28.534103393555","-81.164703369141","-1",1,1
"R_1ilCWPg6F7CWyg0","Default Response Set","Anonymous","","","99.8.45.204","0",2017-05-08 13:19:58,2017-05-08 13:25:45,1,"87162547",1,1,1,NA,"brian",1,12.478,12.478,72.83,1,"if i was feeling very hungry i tend to get irritable. i get a headache and my stomach hurts. im usually cranky when i get hungry also.",NA,NA,NA,NA,NA,"",1,3,5,6,6,7,1,2,44,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q33|Q27|Q37|Q29","29.915603637695","-95.649101257324","-1",2,1
"R_W0QOsMOSDIVtZHb","Default Response Set","Anonymous","","","216.47.60.51","0",2017-05-08 13:23:05,2017-05-08 13:26:27,1,"87136271",1,1,NA,1,"Sierra",NA,NA,NA,NA,NA,"",1,6.422,40.202,66.659,3,"I would be feeling unwell. I would feel like I ate way too much. I would worry about my health and the consequences for my guts in being so stuffed with food. I would feel tightness in my belly. I would feel like not moving. I would feel heavy.",1,5,7,7,6,1,1,2,36,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q29|Q37|Q27|Q33","47.252807617188","-114.3524017334","-1",1,2
"R_yjSLAD2Nubn7yAV","Default Response Set","Anonymous","","","98.250.0.192","0",2017-05-08 13:23:52,2017-05-08 13:27:03,1,"83517642",1,1,NA,1,"Emily",NA,NA,NA,NA,NA,"",1,23.564,76.378,78.396,3,"I would be feeling heaviness in my stomach and I would feel uncomfortable",1,5,5,5,5,3,1,2,23,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q33|Q37|Q27|Q29","42.988800048828","-85.46410369873","-1",1,2
"R_0VCjRF8dFE2YSTD","Default Response Set","Anonymous","","","108.237.50.190","0",2017-05-08 13:25:14,2017-05-08 13:27:20,1,"88566719",1,1,NA,1,"Karlton",1,5.52,5.52,80.098,1,"I am hungry so i would be thinking about food. My body would feel empty and starving for something to eat. I would most likely look in the fridge for something to prepare, and begin to cook. If there was nothing in the refrigerator to cook, then i would gt ready to find a place to dine in.",NA,NA,NA,NA,NA,"",1,5,6,6,7,7,1,1,27,1,1,NA,NA,NA,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q33|Q37|Q27|Q29","29.403701782227","-98.724601745605","-1",2,2
"R_xD6lRmbfX2Vv86B","Default Response Set","Anonymous","","","136.61.83.179","0",2017-05-08 13:20:59,2017-05-08 13:27:33,1,"80851792",1,1,NA,1,"Adora",1,1.26,21.259,148.177,2," True hunger is not just uncomfortable. It is painful. It hurts so much that you have to curl up and hold your stomach. Your mind constantly turns towards food. It is not a matter of behaving one way or another. When you are truly hungry there is no greatr concern than finding food and, failing that, enduring the pain.",NA,NA,NA,NA,NA,"",1,2,2,6,1,2,1,1,29,1,NA,NA,NA,NA,1,NA,1,"hungry","Q43|Q45|Q70","Q25|Q27|Q29|Q33|Q37","39.083694458008","-94.583801269531","-1",2,2
"R_3GwtFx2Kn64aMcP","Default Response Set","Anonymous","","","108.69.208.32","0",2017-05-08 13:25:27,2017-05-08 13:27:59,1,"83919067",1,1,NA,1,"Talia",NA,NA,NA,NA,NA,"",1,1.694,1.694,97.296,1,"I hate being full. I would rather be hungry than feel very full, that is how much I hate the feeling. I would be thinking about how long it will take for me to not be so full.",1,4,5,5,6,2,1,2,33,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q33|Q27|Q29|Q37","38.046798706055","-120.61340332031","-1",1,2
"R_2zjAPA1C12cPXX2","Default Response Set","Anonymous","","","98.113.174.246","0",2017-05-08 13:24:10,2017-05-08 13:28:06,1,"82003039",1,1,1,NA,"Kate",1,0.918,122.315,150.801,5,"I'd be increasingly preoccupied with the fact that I'm hungry. At first, it would be just a quiet realization that I'm hungry but it would become stronger and stronger to the point of eventually becoming annoying. It would also get to a point where the prority is to eat something. Not that I cannot function if I'm hungry, but it tends to make it harder for me to focus for long periods of time. So, I would start by brushing it off, and eventually would give in and start to actively do something about it.",NA,NA,NA,NA,NA,"",1,4,2,5,5,7,1,2,56,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q29|Q33|Q27|Q37","40.610000610352","-73.910797119141","-1",2,1
"R_12b5vMMP2OaJsjb","Default Response Set","Anonymous","","","75.136.100.150","0",2017-05-08 13:26:06,2017-05-08 13:29:59,1,"83405216",1,1,1,NA,"WB",NA,NA,NA,NA,NA,"",1,1.534,3.127,62.216,2,"I would fell kind of tired and sickly. I wouldn't want to do a whole lot.",1,7,8,6,5,4,1,1,24,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q33|Q29|Q37|Q27","35.7666015625","-81.335502624512","-1",1,1
"R_31asyz68DQnbPh5","Default Response Set","Anonymous","","","75.136.100.150","0",2017-05-08 13:26:16,2017-05-08 13:30:12,1,"83373400",1,1,1,NA,"RB",NA,NA,NA,NA,NA,"",1,17.178,17.178,63.492,1,"I would feel kind of bogged down and tired. I would probably be very sleepy.",1,7,7,8,6,4,1,1,24,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q37|Q33|Q27|Q29","35.7666015625","-81.335502624512","-1",1,1
"R_3PUl5iSWhzX42mw","Default Response Set","Anonymous","","","147.0.128.250","0",2017-05-08 12:58:58,2017-05-08 13:30:22,1,"81287754",1,1,NA,1,"mike",1,0.823,0.823,67.731,1,"Damn! I'm starving! I'd eat a horse if you put it in front of me with some ketchup. I haven't eaten all day, I'm starting to get cranky. Either I'm gonna find some food or I'm gonna wreck some fools.",NA,NA,NA,NA,NA,"",1,9,9,1,8,1,1,1,38,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q27|Q33|Q37|Q29","39.961196899414","-82.998802185059","-1",2,2
"R_sofsy1MNc4rqlBD","Default Response Set","Anonymous","","","142.129.18.134","0",2017-05-08 12:38:30,2017-05-08 13:30:27,1,"81355384",1,1,NA,1,"megan",1,1.461,2.635,84.685,2,"I would feel uncomfortable and irritable. To fill myself up, I would drink plenty of water or juice. I would try to keep myself preoccupied with something else so that I don't get upset over being hungry. As long as I am busy and drink water on a regular asis, I think I'd be okay.",NA,NA,NA,NA,NA,"",1,7,7,6,7,5,1,2,30,1,NA,1,NA,NA,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q27|Q37|Q33|Q29","34.028106689453","-117.93280029297","-1",2,2
"R_WDNSqXEnDrh1ay5","Default Response Set","Anonymous","","","12.204.222.254","0",2017-05-08 13:24:40,2017-05-08 13:30:35,1,"86965593",1,1,NA,1,"Ian",NA,NA,NA,NA,NA,"",1,192.134,192.134,252.365,1,"I would feel generally heavy and like I needed to slow down. I'd probably feel some regret at having eaten a little too much. I'd likely try to get myself away from food so that I don't eat any more than I mean to.",1,4,7,8,3,2,1,1,37,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q27|Q29|Q37|Q33","35.170501708984","-85.209503173828","-1",1,2
"R_3KrvCbnbY9OSfYu","Default Response Set","Anonymous","","","108.198.193.127","0",2017-05-08 13:27:42,2017-05-08 13:31:03,1,"82036436",1,1,NA,1,"Sarah",NA,NA,NA,NA,NA,"",1,8.981,8.981,71.936,1,"I am thinking that I ate too much. My body feels uncomforatble and my stomach hurts. I would want to rest. I feel guilt over eating too much and will likely not eat as much at my next meal.",1,5,4,3,8,3,1,2,35,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q33|Q37|Q27|Q29","32.517105102539","-90.136703491211","-1",1,2
"R_20S70NSFz6tI6VT","Default Response Set","Anonymous","","","68.49.226.166","0",2017-05-08 13:27:24,2017-05-08 13:31:41,1,"82711460",1,1,NA,1,"Jared",1,0.803,144.238,154.42,8,"If I was very hungry I would be thinking about what type of food I would like to eat and how I would eat it. I would be thinking bout what it would feel like to eat and my favorite food. My body would feel very Anxious, nervous, active and very aggressiveto fix the problem. During this time my body would feel very worried and wanting to fix a problem that could be fixed by eating. During this time I would act aggressive, angry, mad, anxious, and nervous.",NA,NA,NA,NA,NA,"",1,6,7,4,7,3,1,1,26,1,NA,NA,1,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q33|Q37|Q27|Q29","42.697296142578","-84.530296325684","-1",2,2
"R_2azy5jyWdzWPH2m","Default Response Set","Anonymous","","","173.239.215.31","0",2017-05-08 13:31:19,2017-05-08 13:33:51,1,"81340733",1,1,1,NA,"leon",1,51.292,51.292,69.548,1,"I wouldn't be able to concentrate on anything. I'd try to get food asap",NA,NA,NA,NA,NA,"",1,8,8,7,9,7,1,1,28,1,NA,NA,1,NA,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q29|Q33|Q27|Q37","40.551605224609","-74.46369934082","-1",2,1
"R_2316N3OcAsSR3vd","Default Response Set","Anonymous","","","50.129.126.102","0",2017-05-08 13:44:45,2017-05-08 13:46:54,1,"81717152",1,1,1,NA,"joe",1,0.918,45.647,81.995,2,"i want to eat asap.",NA,NA,NA,NA,NA,"",1,7,3,4,2,4,1,1,33,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q27|Q37|Q29|Q33","41.774200439453","-87.715301513672","-1",2,1
"R_2z6BRya77J8lji6","Default Response Set","Anonymous","","","45.52.239.117","0",2017-05-08 13:49:16,2017-05-08 13:52:22,1,"85733274",1,1,NA,1,"Kylie",NA,NA,NA,NA,NA,"",1,1.458,1.458,68.634,1,"If I was feeling very full, I would probably feel a little sick to my stomach. I would want to lie down and not do very much because moving too much would probably be uncomfortable in my stomach area.  I would not want to think about eating food for a lon time, and drinking anything would not be a good idea either. I would want to wait out the full feeling before doing anything active.",1,5,4,5,6,5,1,2,31,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q37|Q27|Q33|Q29","41.100494384766","-85.181999206543","-1",1,2
"R_2ro8nuEELku12CB","Default Response Set","Anonymous","","","108.242.223.13","0",2017-05-08 13:48:43,2017-05-08 13:54:27,1,"87491511",1,1,1,NA,"Mark",1,3.725,3.725,198.255,1,"My stomach would probably be talking to me and asking when I was going to fill it up. And depending on the situation, I would either tell it I would feed it shortly or tell it to wait while I finished whatever it was I was doing. Feeings - hungry. Thought - I need to eat sometime soon.",NA,NA,NA,NA,NA,"",1,5,5,5,5,7,1,1,66,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q33|Q27|Q37|Q29","34.094604492188","-101.68299865723","-1",2,1
"R_2xWBriHSEr3K2io","Default Response Set","Anonymous","","","174.124.245.249","0",2017-05-08 13:51:16,2017-05-08 13:54:29,1,"82718752",1,1,NA,1,"Sarah",1,10.861,10.861,66.186,1,"I almost can't think of any thing besides being hungry.  I'm a little light headed and have the start of a headache.  My stomach is quite empty and wants something in it!",NA,NA,NA,NA,NA,"",1,5,5,5,5,3,1,2,49,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q37|Q29|Q33|Q27","43.847702026367","-84.022499084473","-1",2,2
"R_7PBv0fE884LlJZf","Default Response Set","Anonymous","","","23.245.24.146","0",2017-05-08 13:53:19,2017-05-08 13:55:56,1,"87296894",1,1,1,NA,"George",NA,NA,NA,NA,NA,"",1,1.477,1.477,91.673,1,"If I was very full, I'd need a nap. When I eat a lot, in the middle of the day  I get very sleepy. So I'd take a short nap.",1,4,2,6,7,7,1,1,46,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q37|Q29|Q27|Q33","34.058395385742","-118.27799987793","-1",1,1
"R_2tJCer2hN7JxO9k","Default Response Set","Anonymous","","","209.239.123.77","0",2017-05-08 13:54:23,2017-05-08 13:56:53,1,"84465124",1,1,NA,1,"Stacy",1,1.755,1.755,96.74,1,"If I was very hungry, it would be hard to concentrate. If I couldn't get a snack, I'd just drink a lot of water until I could eat. That would make me feel less hungry and more full. I usually keep snacks with me so I can concentrate on my work here.",NA,NA,NA,NA,NA,"",1,6,4,3,6,2,1,2,25,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q33|Q29|Q37|Q27","38.631195068359","-90.192199707031","-1",2,2
"R_u2kvgYFk1qw2rF7","Default Response Set","Anonymous","","","162.198.44.182","0",2017-05-08 13:57:09,2017-05-08 13:59:09,1,"83704236",1,1,1,NA,"Marie",NA,NA,NA,NA,NA,"",1,1.159,1.159,69.28,1,"If I was very full, I'd be sluggish. I'd probably, just take a break and look at my phone or take a walk, to get the blood back up into my brain. I don't like feeling VERY full. It drags me down.",1,3,3,6,8,7,1,2,23,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q29|Q33|Q27|Q37","26.669296264648","-80.059303283691","-1",1,1
"R_2vYWQHvDrA3D6gb","Default Response Set","Anonymous","","","174.34.184.130","0",2017-05-08 13:59:41,2017-05-08 14:01:54,1,"80338237",1,1,1,NA,"Lily",NA,NA,NA,NA,NA,"",1,0.994,0.994,76.392,1,"If I was very full, then I'd be happy. I wouldn't be thinking of how I needed to stop and eat a late lunch. I'd be able to go grocery shopping for dinner without buying so much, like I do when I shop hungry.",1,2,2,5,6,7,1,2,41,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q29|Q27|Q33|Q37","41.848297119141","-87.651702880859","-1",1,1
"R_83b1xV5B3KWAyZ3","Default Response Set","Anonymous","","","99.177.222.29","0",2017-05-08 13:41:46,2017-05-08 14:03:47,1,"87447340",1,1,NA,1,"rick",1,1.14,10.607,63.249,4,"i would feel uncomfortable and on edge",NA,NA,NA,NA,NA,"",1,5,5,5,5,4,1,1,20,1,1,NA,NA,NA,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q27|Q37|Q29|Q33","38.601898193359","-89.913803100586","-1",2,2
"R_2QMpXWmZgMILrQg","Default Response Set","Anonymous","","","65.35.65.167","0",2017-05-08 14:02:20,2017-05-08 14:05:05,1,"83129175",1,1,1,NA,"Diane",NA,NA,NA,NA,NA,"",1,4.368,4.368,73.179,1,"I have eaten too much and it feels like my stomach is going to burst. It makes my back hurt I'm sooo full. I do not feel like I can move and my pants hurt. I change into some basketball shorts to loosen up on my waist.",1,4,5,1,6,8,1,2,39,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q29|Q33|Q37|Q27","28.303100585938","-82.704803466797","-1",1,1
"R_3KxO20BCsnBedTs","Default Response Set","Anonymous","","","73.205.68.46","0",2017-05-08 14:02:51,2017-05-08 14:05:45,1,"82422570",1,1,NA,1,"terrie",1,2.532,2.532,93.713,1,"I am very hungry and want something to eat. I am constantly thinking about food and would eat almost anything right now. I would feel tired not only because I am hungry, but tired of thinking about food. I want something to eat. My stomach is growling fro hunger. I am annoyed by not eating.",NA,NA,NA,NA,NA,"",1,6,4,4,7,5,1,2,59,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q33|Q27|Q37|Q29","27.296493530273","-80.291999816895","-1",2,2
"R_2yl5VR6bZZx8EBR","Default Response Set","Anonymous","","","184.158.247.227","0",2017-05-08 14:11:33,2017-05-08 14:13:41,1,"87503132",1,1,NA,1,"Kaley",NA,NA,NA,NA,NA,"",1,0.698,78.826,79.13,3,"I would feel ashamed for being full and possibly ruining my diet. I would think about the negative things that I probably did to my own body. I would probably feel sick and gross. I would act very lazy and would not be very productive.",1,5,3,8,7,4,1,1,25,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q27|Q29|Q37|Q33","40.942092895508","-90.377998352051","-1",1,2
"R_3qWrT8EWvUoJFhF","Default Response Set","Anonymous","","","99.6.53.55","0",2017-05-08 14:18:13,2017-05-08 14:20:18,1,"84954253",1,1,NA,1,"Shane",1,1.552,1.552,70.046,1,"I would be very grouchy. I would be thinking about food non stop. I wouldn't be able to concentrate on anything else. My body would feel weak, and I would act very angry. It would not be pleasant at all. I would be tired and out of energy.",NA,NA,NA,NA,NA,"",1,4,3,5,4,2,1,1,22,1,NA,1,NA,NA,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q27|Q29|Q33|Q37","32.85920715332","-97.081901550293","-1",2,2
